wfo,phenomena,metric,baseline,value_2025,delta,pval,n_base,n_25,lat,lon
SHV,FF,POD,0.85969868173258,0.9084507042253521,0.04875202249277211,0.10984311695623944,1062,142,32.45,-93.84
SJT,FF,POD,0.7045454545454546,0.9245283018867925,0.21998284734133788,0.0010888262237635578,176,53,31.37,-100.49
SLC,FF,POD,0.6183908045977011,0.46938775510204084,-0.1490030494956603,0.04325464671358066,435,49,40.77,-111.95
STO,FF,POD,0.18181818181818182,0.11764705882352941,-0.06417112299465241,0.3802005096254406,110,34,38.6,-121.38
TAE,FF,POD,0.9466811751904244,1.0,0.053318824809575616,0.28882569805195146,919,20,30.45,-84.3
TBW,FF,POD,0.75,0.3333333333333333,-0.4166666666666667,0.043914944671567015,32,6,27.7054,-82.4007
TOP,FF,POD,0.8791208791208791,0.7692307692307693,-0.10989010989010983,0.24320764235811898,273,13,39.07,-95.63
TSA,FF,POD,0.768642447418738,0.7708333333333334,0.002190885914595375,0.9725119343404439,523,48,36.14,-95.86
TWC,FF,POD,0.6860068259385665,0.5714285714285714,-0.11457825450999515,0.114496217169081,293,49,32.22,-110.95
VEF,FF,POD,0.667447306791569,0.6716417910447762,0.00419448425320712,0.9218618710461665,1281,134,36.04,-115.18
ABQ,FF,LTA,59.391304347826086,45.666666666666664,-13.724637681159422,0.05778161525694376,230,69,35.03,-106.62
ABR,FF,LTA,66.55555555555556,73.5,6.944444444444443,1.0,27,6,45.45,-98.41
AKQ,FF,LTA,46.0,48.725190839694655,2.7251908396946547,0.6146953282234207,347,131,36.98,-77.0
ALY,FF,LTA,45.69230769230769,24.8,-20.892307692307693,0.42855550822071786,91,5,42.69,-73.83
AMA,FF,LTA,60.824561403508774,67.71428571428571,6.889724310776934,0.16190258339570174,57,7,35.23,-101.7
ARX,FF,LTA,72.84126984126983,64.125,-8.716269841269835,0.689795229464413,126,8,43.82,-91.19
BGM,FF,LTA,53.73557692307692,51.022222222222226,-2.713354700854694,0.5568189235904161,208,45,42.21,-75.98
BMX,FF,LTA,54.50267379679144,40.375,-14.127673796791441,0.16221188679959608,187,24,33.17,-86.78
BOX,FF,LTA,38.3921568627451,43.07142857142857,4.679271708683473,0.7374279457547268,51,14,41.95,-71.13
BRO,FF,LTA,54.82,56.333333333333336,1.5133333333333354,0.6146469708378027,50,6,25.91,-97.41
BTV,FF,LTA,65.55813953488372,56.0,-9.558139534883722,0.909855910625043,86,5,44.46,-73.15
BUF,FF,LTA,43.29213483146067,42.42857142857143,-0.8635634028892412,0.7073646832583347,89,14,42.94,-78.71
CAE,FF,LTA,40.63636363636363,33.357142857142854,-7.279220779220779,0.8709677376090514,121,14,33.94,-81.12
CHS,FF,LTA,132.97368421052633,21.263157894736842,-111.71052631578948,1.2392535247416472e-05,38,19,32.89,-80.02
CRP,FF,LTA,53.17796610169491,44.5,-8.677966101694913,0.2710709049293978,118,6,27.77,-97.5
CTP,FF,LTA,58.25409836065574,38.371428571428574,-19.882669789227165,0.06347245686742888,122,35,40.79,-77.86
DDC,FF,LTA,56.666666666666664,13.428571428571429,-43.238095238095234,0.025546445408572503,51,7,37.76,-99.96
DLH,FF,LTA,71.45283018867924,70.875,-0.5778301886792434,0.5711820688520189,53,8,46.83,-92.21
DMX,FF,LTA,81.58426966292134,63.714285714285715,-17.86998394863563,0.8823506190383807,89,7,41.73,-93.72
DVN,FF,LTA,60.97241379310345,60.44,-0.5324137931034514,0.7480371607064609,145,25,41.61,-90.58
EAX,FF,LTA,71.6583850931677,60.84375,-10.814635093167695,0.5259776820336814,161,32,38.8,-94.26
EPZ,FF,LTA,51.54838709677419,56.666666666666664,5.118279569892472,0.33745497963889237,62,39,31.8728,-106.6982
EWX,FF,LTA,73.45724907063197,75.23913043478261,1.7818813641506352,0.522532449538855,269,46,29.7044,-98.0289
FFC,FF,LTA,83.22488038277513,47.869565217391305,-35.35531516538382,0.04173551984760326,209,23,33.36,-84.56
FGF,FF,LTA,101.1086956521739,17.428571428571427,-83.68012422360248,0.014496473691686234,46,7,47.9219,-97.0981
FGZ,FF,LTA,83.92397660818713,94.72727272727273,10.803296119085601,0.5918181684434438,342,22,35.23,-111.82
FSD,FF,LTA,62.70175438596491,67.55555555555556,4.853801169590646,0.6341206443229292,114,9,43.5874,-96.7297
FWD,FF,LTA,59.669201520912544,51.44705882352941,-8.222142697383134,0.06126315540079475,263,85,32.8349,-97.2988
GJT,FF,LTA,50.11864406779661,63.5,13.381355932203391,0.3572308763495974,59,10,39.11,-108.52
GSP,FF,LTA,79.3360655737705,62.36363636363637,-16.97242921013413,0.7428531444489168,244,11,34.88,-82.22
GYX,FF,LTA,61.333333333333336,66.6,5.266666666666659,0.5379063175397093,114,5,43.89,-70.25
HNX,FF,LTA,71.25,58.111111111111114,-13.138888888888886,0.6496863151887775,36,9,36.31,-119.63
HUN,FF,LTA,46.707317073170735,71.66666666666667,24.959349593495936,0.03653224872789354,82,18,34.72,-86.65
ICT,FF,LTA,67.12280701754386,33.9375,-33.18530701754386,0.02488356563078272,114,16,37.65,-97.44
ILM,FF,LTA,97.18518518518519,52.333333333333336,-44.851851851851855,0.15955166893529393,108,9,34.27,-77.91
ILN,FF,LTA,55.25321888412017,62.57692307692308,7.323704192802907,0.8273704218765146,233,26,39.42,-83.82
ILX,FF,LTA,64.65789473684211,53.375,-11.28289473684211,0.7134616568578851,114,8,40.15,-89.33
IND,FF,LTA,69.46078431372548,67.6875,-1.7732843137254832,0.38717209115081375,102,16,39.7,-86.28
JAN,FF,LTA,61.210896309314585,49.44827586206897,-11.762620447245617,0.37951955473767207,569,29,32.31,-90.08
JAX,FF,LTA,92.96428571428571,20.2,-72.7642857142857,0.012903688406271274,28,5,30.48,-81.7
JKL,FF,LTA,53.651428571428575,70.57692307692308,16.925494505494505,0.4382384552869527,175,26,37.59,-83.31
LBF,FF,LTA,81.225,58.666666666666664,-22.55833333333333,0.9479678078926417,40,6,41.13,-100.7
LCH,FF,LTA,77.08928571428571,67.78048780487805,-9.308797909407659,0.9546013919216447,336,41,30.12,-93.21
LIX,FF,LTA,58.610169491525426,48.5,-10.110169491525426,0.9718064015860318,236,28,30.33,-89.82
LMK,FF,LTA,51.21653543307087,91.29032258064517,40.0737871475743,0.010307057495278469,254,62,38.11,-85.64
LOT,FF,LTA,47.62337662337662,31.894736842105264,-15.728639781271358,0.18534830456022922,77,19,41.6,-88.08
LOX,FF,LTA,59.75,66.17241379310344,6.422413793103445,0.9103376134953923,72,29,34.2,-119.13
LSX,FF,LTA,72.86363636363636,42.26315789473684,-30.600478468899517,0.0371626219903877,220,19,38.69,-90.68
LUB,FF,LTA,57.1,41.666666666666664,-15.433333333333337,0.2940722785066753,40,15,33.52,-101.87
LWX,FF,LTA,50.23754789272031,44.42857142857143,-5.808976464148877,0.4321623301049158,261,91,38.97,-77.47
LZK,FF,LTA,65.24620060790274,98.09433962264151,32.84813901473878,0.002716429399429528,329,53,34.83,-92.25
MAF,FF,LTA,58.59230769230769,74.46428571428571,15.871978021978016,0.463445339534718,130,28,31.94,-102.18
MEG,FF,LTA,67.78923766816143,62.166666666666664,-5.622571001494769,0.8877839165165433,223,48,35.13,-89.8
MHX,FF,LTA,95.02702702702703,49.785714285714285,-45.24131274131275,0.0662174387421242,74,14,34.77,-76.87
MKX,FF,LTA,66.89583333333333,44.285714285714285,-22.610119047619044,0.5698013453415929,48,7,42.96,-88.54
MLB,FF,LTA,100.08333333333333,43.5,-56.58333333333333,0.06397748914910029,12,8,28.11,-80.65
MOB,FF,LTA,81.89952153110048,57.07142857142857,-24.828092959671906,0.8172548457788285,209,14,30.67,-88.23
MPX,FF,LTA,78.4090909090909,42.44444444444444,-35.964646464646464,0.11510283652968631,44,9,44.849,-93.5656
MRX,FF,LTA,48.71808510638298,50.0,1.2819148936170208,0.7745991195537936,188,36,36.16,-83.4
MTR,FF,LTA,126.38461538461539,95.6,-30.784615384615392,0.5028011204481793,13,5,36.59,-121.85
OAX,FF,LTA,60.858695652173914,56.166666666666664,-4.69202898550725,1.0,92,6,41.3201,-96.3672
OHX,FF,LTA,48.07943925233645,111.03333333333333,62.95389408099688,0.0036420553875819244,214,30,36.24,-86.56
OKX,FF,LTA,39.28163265306122,36.82608695652174,-2.455545696539481,0.47301339783505914,245,23,40.86,-72.86
OUN,FF,LTA,44.88996763754045,75.26315789473684,30.373190257196384,0.03996330259335385,309,38,35.23,-97.46
PAH,FF,LTA,66.21406727828746,104.11764705882354,37.90357978053608,0.10780741889265154,327,51,37.06,-88.77
PBZ,FF,LTA,43.380239520958085,46.03225806451613,2.652018543558043,0.3131574204762133,334,93,40.53,-80.21
PHI,FF,LTA,47.948640483383684,35.03636363636364,-12.912276847020046,0.20131501381461248,331,55,40.0136,-74.8174
PSR,FF,LTA,66.77985948477752,52.184615384615384,-14.595244100162134,0.01759174290026597,427,65,33.43,-112.02
PUB,FF,LTA,46.445859872611464,32.333333333333336,-14.112526539278129,0.4048351089015806,157,6,38.27,-104.52
RAH,FF,LTA,59.05035971223022,52.87755102040816,-6.1728086918220555,0.8140586514300372,278,49,35.77,-78.68
REV,FF,LTA,49.0,37.166666666666664,-11.833333333333336,0.6293843093886573,13,6,39.56,-119.79
RLX,FF,LTA,47.155080213903744,46.40229885057471,-0.752781363329035,0.9950094324821104,374,87,38.31,-81.71
RNK,FF,LTA,69.32014388489209,37.707317073170735,-31.612826811721355,0.0015055997880359287,278,41,37.2,-80.41
SGF,FF,LTA,87.57990867579909,96.69444444444444,9.114535768645354,0.7116628733698794,438,36,37.23,-93.4
SGX,FF,LTA,46.24038461538461,91.0,44.75961538461539,0.014197685792632963,104,8,32.91,-117.06
SHV,FF,LTA,75.73870967741935,60.0,-15.738709677419351,0.4466888765888043,310,60,32.45,-93.84
SJT,FF,LTA,66.34883720930233,72.0,5.6511627906976685,0.35233193095418436,86,30,31.37,-100.49
SLC,FF,LTA,70.54629629629629,68.11111111111111,-2.4351851851851762,0.841994514266592,216,18,40.77,-111.95
TAE,FF,LTA,74.79381443298969,63.470588235294116,-11.323226197695575,0.773955227331851,291,17,30.45,-84.3
TOP,FF,LTA,70.89344262295081,126.875,55.981557377049185,0.03304173104834495,122,8,39.07,-95.63
TSA,FF,LTA,78.17261904761905,60.26923076923077,-17.903388278388285,0.3557836772711823,168,26,36.14,-95.86
TWC,FF,LTA,50.731884057971016,53.0,2.2681159420289845,0.7988432918755032,138,17,32.22,-110.95
VEF,FF,LTA,60.375,53.55813953488372,-6.816860465116278,0.5280813681780184,424,43,36.04,-115.18
